geneA	geneB
AXIN1	CSNK1A1
AXIN1	USP34
AXIN1	GSK3B
AXIN1	WNT8A
AXIN1	PSMD3
AXIN1	PSMB5
AXIN1	CTNNA1
AXIN1	PSMA8
AXIN1	TGFBR1
AXIN1	PSME4
AXIN1	AXIN2
AXIN1	SIAH1
AXIN1	PSMC5
AXIN1	PSMA5
AXIN1	FZD1
AXIN1	CUL1
AXIN1	PSMD14
AXIN1	PSMD2
AXIN1	DVL1
AXIN1	FRAT1
AXIN1	PSMB10
AXIN1	CSNK1D
AXIN1	PSMB6
AXIN1	CDH2
AXIN1	RNF111
AXIN1	MYC
AXIN1	PPP2CA
AXIN1	PPP2R1A
AXIN1	PSMD9
AXIN1	PSMB9
AXIN1	WNT1
AXIN1	SMURF2
AXIN1	CACYBP
AXIN1	SMAD3
AXIN1	PSMA7
AXIN1	PSME1
AXIN1	BTRC
AXIN1	UBB
AXIN1	PSMC2
AXIN1	PSMA1
AXIN1	FZD5
AXIN1	TNKS2
AXIN1	PPP2R5E
AXIN1	WNT3A
AXIN1	CTNNB1
AXIN1	CAV1
AXIN1	FZD2
AXIN1	CTNND1
AXIN1	PSMD12
AXIN1	WNT8B
AXIN1	PSMD6
AXIN1	PSMB8
AXIN1	JUP
AXIN1	CSNK1E
AXIN1	MAX
AXIN1	PSMD1
AXIN1	NOTCH1
AXIN1	PPP2R5D
AXIN1	FRAT2
AXIN1	LRP5
AXIN1	PPP2R5C
AXIN1	UBC
AXIN1	PSME3
AXIN1	RNF146
AXIN1	AMER1
AXIN1	PSMC3
AXIN1	PSMF1
AXIN1	TNKS
RPE65	AWAT2
RPE65	PNPLA4
RPE65	RLBP1
RPE65	DGAT1
RPE65	LRAT
IL12RB2	STAT6
IL12RB2	FOS
IL12RB2	NFKB2
IL12RB2	NOS2
IL12RB2	LCK
IL12RB2	SOCS1
IL12RB2	STAT1
IL12RB2	IL12A
IL12RB2	STAT3
IL12RB2	IL6ST
IL12RB2	GZMA
IL12RB2	FASLG
IL12RB2	CCR5
IL12RB2	JAK2
IL12RB2	STAT5A
IL12RB2	TYK2
IL12RB2	IL12RB1
IL12RB2	STAT4
IL12RB2	EOMES
IL12RB2	IL1B
CREBBP	HSPA1L
CREBBP	STAT5A
CREBBP	FADS1
CREBBP	AGO3
CREBBP	IRF5
CREBBP	TLE3
CREBBP	PTGES2
CREBBP	E2F1
CREBBP	MED29
CREBBP	SP100
CREBBP	NCL
CREBBP	KDM6A
CREBBP	GTF2F1
CREBBP	PML
CREBBP	POLR2L
CREBBP	STAT4
CREBBP	TFDP1
CREBBP	NCOA1
CREBBP	IRF2
CREBBP	IRF7
CREBBP	NFATC1
CREBBP	NLK
CREBBP	SNIP1
CREBBP	GTF2E1
CREBBP	EP300
CREBBP	MED13
CREBBP	HIST1H2AC
CREBBP	PARP1
CREBBP	NR4A1
CREBBP	CEBPA
CREBBP	TFAP2B
CREBBP	TERT
CREBBP	ATF2
CREBBP	TLE1
CREBBP	UGT1A9
CREBBP	MED25
CREBBP	FHL2
CREBBP	ALAS1
CREBBP	GRIP1
CREBBP	PRMT1
CREBBP	STAT1
CREBBP	RBBP5
CREBBP	CHD9
CREBBP	TNRC6B
CREBBP	CITED1
CREBBP	PPARGC1A
CREBBP	PLIN2
CREBBP	TCF7L2
CREBBP	CEBPB
CREBBP	HIF3A
CREBBP	MED18
CREBBP	MEF2C
CREBBP	SMARCD1
CREBBP	SGK1
CREBBP	MYB
CREBBP	MED7
CREBBP	MED16
CREBBP	HMGCS1
CREBBP	TP53
CREBBP	KMT2D
CREBBP	MED13L
CREBBP	IRF6
CREBBP	NCOR1
CREBBP	NRIP1
CREBBP	NPAS2
CREBBP	CCNE2
CREBBP	IL2RA
CREBBP	SIN3A
CREBBP	POLR2G
CREBBP	CITED4
CREBBP	ARNT
CREBBP	EBF1
CREBBP	JUN
CREBBP	NCOA6
CREBBP	RARB
CREBBP	HDAC4
CREBBP	SKP2
CREBBP	NCOR2
CREBBP	CABIN1
CREBBP	GTF2B
CREBBP	CUL1
CREBBP	ANGPTL4
CREBBP	PPARA
CREBBP	HMGCS2
CREBBP	ASCL1
CREBBP	HEY1
CREBBP	CYP7A1
CREBBP	EDN1
CREBBP	ASH2L
CREBBP	HDAC6
CREBBP	VEGFA
CREBBP	MED14
CREBBP	HES5
CREBBP	HDAC9
CREBBP	ARID1A
CREBBP	POLR2K
CREBBP	MED23
CREBBP	FABP1
CREBBP	TNRC6C
CREBBP	GADD45A
CREBBP	KAT2B
CREBBP	PELP1
CREBBP	STAT5B
CREBBP	ACADM
CREBBP	ADIPOQ
CREBBP	HIST2H2BE
CREBBP	TLE2
CREBBP	AKT1
CREBBP	MED27
CREBBP	PAXIP1
CREBBP	SUMO1
CREBBP	TLE4
CREBBP	LEF1
CREBBP	NOTCH3
CREBBP	MED11
CREBBP	IFNB1
CREBBP	RB1
CREBBP	TCF7
CREBBP	GRHL1
CREBBP	GTF3A
CREBBP	CSF2
CREBBP	WDR5
CREBBP	FOXO1
CREBBP	ABCB4
CREBBP	KIT
CREBBP	HIST1H2AJ
CREBBP	MAML3
CREBBP	HEYL
CREBBP	SMAD4
CREBBP	MAMLD1
CREBBP	CPT2
CREBBP	CTNNB1
CREBBP	RBPJ
CREBBP	MED26
CREBBP	MED8
CREBBP	HIST1H2BJ
CREBBP	PAGR1
CREBBP	CREB1
CREBBP	ACTB
CREBBP	SMARCC2
CREBBP	RGL1
CREBBP	POLR2B
CREBBP	HOXD4
CREBBP	POLR2D
CREBBP	PAX6
CREBBP	TXNRD1
CREBBP	LECT2
CREBBP	HSD17B4
CREBBP	HIF1A
CREBBP	AGO4
CREBBP	HIST1H2BK
CREBBP	CITED2
CREBBP	MED19
CREBBP	JMY
CREBBP	NR1H3
CREBBP	ANKRD1
CREBBP	ME1
CREBBP	NCOA2
CREBBP	HDAC3
CREBBP	MAX
CREBBP	NOTCH1
CREBBP	SMARCB1
CREBBP	MED24
CREBBP	ACOX1
CREBBP	E2F3
CREBBP	TFAP2E
CREBBP	HIST1H2BD
CREBBP	RBBP7
CREBBP	HSPA1A
CREBBP	MEF2D
CREBBP	RBBP4
CREBBP	HTT
CREBBP	MED9
CREBBP	PEX11A
CREBBP	HIST1H2BN
CREBBP	IRF4
CREBBP	HSF1
CREBBP	HDAC8
CREBBP	POLR2F
CREBBP	NOTCH4
CREBBP	HIST1H2BA
CREBBP	PITX2
CREBBP	AGO1
CREBBP	PPARD
CREBBP	CYP4A11
CREBBP	SMARCE1
CREBBP	H2AFV
CREBBP	LDHA
CREBBP	H2AFZ
CREBBP	HIST2H2BF
CREBBP	MED30
CREBBP	AGT
CREBBP	CA9
CREBBP	POLR2J
CREBBP	PCK1
CREBBP	CEBPD
CREBBP	IRF3
CREBBP	CDK19
CREBBP	TNFRSF21
CREBBP	CARM1
CREBBP	TBL1XR1
CREBBP	H2AFJ
CREBBP	TNRC6A
CREBBP	FOXO4
CREBBP	BCL2
CREBBP	HDAC2
CREBBP	AR
CREBBP	GTF2A1
CREBBP	HIST1H1E
CREBBP	HIST1H2BL
CREBBP	MED15
CREBBP	CPT1A
CREBBP	MED12
CREBBP	RXRA
CREBBP	MAML1
CREBBP	SUZ12
CREBBP	SRA1
CREBBP	HIST2H2AC
CREBBP	RELA
CREBBP	IRF9
CREBBP	CDK8
CREBBP	HEY2
CREBBP	VDR
CREBBP	SLC2A1
CREBBP	ABCA1
CREBBP	NCOA3
CREBBP	EPAS1
CREBBP	HDAC11
CREBBP	BAX
CREBBP	IL1B
CREBBP	CD36
CREBBP	MED22
CREBBP	MOV10
CREBBP	CDH2
CREBBP	PLIN1
CREBBP	HMGB1
CREBBP	H2AFX
CREBBP	G0S2
CREBBP	TFDP2
CREBBP	CTBP1
CREBBP	SLC2A4
CREBBP	HDAC1
CREBBP	GLIPR1
CREBBP	UBE2D1
CREBBP	CTGF
CREBBP	MED20
CREBBP	MYC
CREBBP	APOA2
CREBBP	HELZ2
CREBBP	EZH2
CREBBP	HIST2H3A
CREBBP	BNIP3L
CREBBP	PPARG
CREBBP	SMAD3
CREBBP	E2F5
CREBBP	STAT3
CREBBP	MED21
CREBBP	MED1
CREBBP	LEP
CREBBP	EED
CREBBP	NFATC2
CREBBP	CCNC
CREBBP	HIST1H2AD
CREBBP	TCF7L1
CREBBP	LPL
CREBBP	CYP1A1
CREBBP	ACSL1
CREBBP	MEF2A
MGRN1	UBE2D2
MGRN1	UBA3
MGRN1	RNF123
MGRN1	CCNF
MGRN1	RNF126
MGRN1	HERC6
MGRN1	ATG7
MGRN1	ZNRF2
MGRN1	HECTD2
MGRN1	UBA1
MGRN1	LMO7
MGRN1	CDRT1
MGRN1	SPSB2
MGRN1	SMURF2
MGRN1	SOCS1
MGRN1	UBE2E3
MGRN1	NEDD4L
MGRN1	HUWE1
MGRN1	UNKL
MGRN1	FBXO10
MGRN1	TRIM32
MGRN1	RNF220
MGRN1	RCHY1
MGRN1	ASB14
MGRN1	MIB2
MGRN1	FBXL3
MGRN1	CBLL2
MGRN1	ANAPC7
MGRN1	HERC5
MGRN1	FBXW5
MGRN1	BTRC
MGRN1	RPS27A
MGRN1	UBE2C
MGRN1	ELOC
MGRN1	SPSB1
MGRN1	TRAIP
MGRN1	UBE2Q2
MGRN1	KLHL21
MGRN1	FBXO17
MGRN1	TRIM9
MGRN1	UBE2A
MGRN1	UBB
MGRN1	RNF217
MGRN1	TRIM11
MGRN1	HERC3
MGRN1	LRR1
MGRN1	CUL7
MGRN1	RNF19B
MGRN1	HERC1
MGRN1	UBE2E1
MGRN1	UBE2B
MGRN1	RNF25
MGRN1	UBE3D
MGRN1	UBAC1
MGRN1	BTBD6
MGRN1	ASB17
MGRN1	FBXW12
MGRN1	UBE2G2
MGRN1	KBTBD13
MGRN1	TRIM50
MGRN1	ANAPC13
MGRN1	UBE2L3
MGRN1	FBXL16
MGRN1	FBXO31
MGRN1	UBA52
MGRN1	FBXO21
MGRN1	FBXO22
MGRN1	MYLIP
MGRN1	RNF182
MGRN1	ASB2
MGRN1	KLHL2
MGRN1	ASB11
MGRN1	ANAPC11
MGRN1	FBXL7
MGRN1	LNX1
MGRN1	SMURF1
MGRN1	ASB13
MGRN1	FBXW9
MGRN1	UBE2Z
MGRN1	NEDD4
MGRN1	ANAPC10
MGRN1	CUL2
MGRN1	KBTBD6
MGRN1	ASB18
MGRN1	MEX3C
MGRN1	SPSB4
MGRN1	TRIP12
MGRN1	CDC20
MGRN1	ANAPC4
MGRN1	TRIM41
MGRN1	UBE2J2
MGRN1	PJA2
MGRN1	RNF6
MGRN1	HACE1
MGRN1	TRIM69
MGRN1	ASB10
MGRN1	FZR1
MGRN1	FBXO41
MGRN1	RNF14
MGRN1	UFL1
MGRN1	UBE2O
MGRN1	RBCK1
MGRN1	FBXL18
MGRN1	UBE3C
MGRN1	HECTD3
MGRN1	KLHL3
MGRN1	UBA6
MGRN1	DCAF1
MGRN1	UBA5
MGRN1	PRKN
MGRN1	DZIP3
MGRN1	ASB6
MGRN1	KLHL41
MGRN1	LRRC41
MGRN1	RBBP6
MGRN1	ASB1
MGRN1	FBXW8
MGRN1	UBE2U
MGRN1	FBXO4
MGRN1	UBE2S
MGRN1	TRIM71
MGRN1	ANAPC2
MGRN1	RNF34
MGRN1	UBE2Q1
MGRN1	FBXO15
MGRN1	CUL5
MGRN1	ASB8
MGRN1	RNF7
MGRN1	LTN1
MGRN1	FBXL20
MGRN1	SIAH1
MGRN1	TRIM63
MGRN1	FBXO40
MGRN1	CDC16
MGRN1	LONRF1
MGRN1	SKP2
MGRN1	UBR4
MGRN1	HECTD1
MGRN1	KLHL5
MGRN1	UBR1
MGRN1	HERC4
MGRN1	KCTD6
MGRN1	PJA1
MGRN1	KLHL9
MGRN1	ASB7
MGRN1	UBE2E2
MGRN1	SOCS3
MGRN1	CUL1
MGRN1	KBTBD7
MGRN1	UBE2D3
MGRN1	RNF213
MGRN1	ZNRF1
MGRN1	ASB5
MGRN1	RNF130
MGRN1	FBXL14
MGRN1	UBE2R2
MGRN1	RNF4
MGRN1	UBE2J1
MGRN1	ASB4
MGRN1	UBE2N
MGRN1	TRAF7
MGRN1	ZBTB16
MGRN1	UBE4A
MGRN1	UBE3A
MGRN1	WSB1
MGRN1	FBXO27
MGRN1	TRIM36
MGRN1	ASB15
MGRN1	FBXW11
MGRN1	UBE3B
MGRN1	FBXO7
MGRN1	UBE2F
MGRN1	TRIM4
MGRN1	AREL1
MGRN1	UBC
MGRN1	SIAH2
MGRN1	SH3RF1
MGRN1	UBE2V2
MGRN1	CDC27
MGRN1	UBR2
MGRN1	ASB9
MGRN1	TRIM39
MGRN1	KLHL22
MGRN1	KBTBD8
MGRN1	KLHL42
MGRN1	DET1
MGRN1	UBA7
MGRN1	CBLB
MGRN1	RNF19A
MGRN1	FBXO6
MGRN1	CUL3
MGRN1	ASB16
MGRN1	CDC23
MGRN1	FBXL5
MGRN1	UBE2G1
MGRN1	ANAPC1
MGRN1	ITCH
MGRN1	RNF41
MGRN1	FBXW7
MGRN1	ASB12
MGRN1	WWP1
MGRN1	UBE2H
MGRN1	DTX3L
MGRN1	LRSAM1
MGRN1	KLHL25
MGRN1	UBE2V1
MGRN1	KLHL11
MGRN1	FBXO32
MGRN1	FBXL19
MGRN1	ARIH2
MGRN1	UBE2L6
MGRN1	RNF111
MGRN1	CDC26
MGRN1	UBE2D1
MGRN1	FBXL13
MGRN1	FBXO2
ALG1	ALG2
ALG1	ALG13
ALG1	DPM1
ALG1	DPM3
ALG1	ALG14
ALG1	DPM2
DNAJA3	TP53
DNAJA3	WT1
DNAJA3	IFNGR1
DNAJA3	RB1
DNAJA3	JAK2
DNAJA3	NGF
UBN1	TP53
UBN1	HMGA2
UBN1	HIRA
UBN1	CABIN1
UBN1	HIST1H1C
UBN1	HMGA1
UBN1	HIST1H1E
UBN1	EP400
UBN1	H1F0
UBN1	HIST1H1B
UBN1	RB1
WSB1	TRIM32
WSB1	ASB8
WSB1	SPSB4
WSB1	RNF220
WSB1	ASB14
WSB1	ASB6
WSB1	RBBP6
WSB1	ASB1
WSB1	UBE2D2
WSB1	CCNF
WSB1	RNF123
WSB1	UBE2U
WSB1	UBA3
WSB1	FBXO4
WSB1	TRIM71
WSB1	UBE2S
WSB1	FBXW8
WSB1	ZNRF2
WSB1	HECTD2
WSB1	CDRT1
WSB1	LMO7
WSB1	RNF34
WSB1	SOCS1
WSB1	UNKL
WSB1	UBA1
WSB1	ANAPC2
WSB1	SMURF2
WSB1	UBE2Q1
WSB1	UBE2E3
WSB1	SPSB2
WSB1	HUWE1
WSB1	ATG7
WSB1	RNF7
WSB1	RCHY1
WSB1	NEDD4L
WSB1	FBXO10
WSB1	UBR1
WSB1	KLHL5
WSB1	FBXL20
WSB1	HECTD1
WSB1	CDC16
WSB1	LTN1
WSB1	CUL5
WSB1	TRIM63
WSB1	LONRF1
WSB1	FBXO40
WSB1	HERC6
WSB1	CBLL2
WSB1	SIAH1
WSB1	ANAPC7
WSB1	UBR4
WSB1	BTRC
WSB1	SKP2
WSB1	FBXW5
WSB1	FBXO22
WSB1	HERC3
WSB1	PJA1
WSB1	ASB17
WSB1	UBE2C
WSB1	FBXL16
WSB1	TRIM36
WSB1	ASB15
WSB1	UBE3B
WSB1	UBE4A
WSB1	RNF182
WSB1	MYLIP
WSB1	FBXO21
WSB1	KLHL2
WSB1	FBXL7
WSB1	ANAPC11
WSB1	TRIM4
WSB1	ASB11
WSB1	ASB2
WSB1	FBXO7
WSB1	FBXW9
WSB1	ASB13
WSB1	KBTBD6
WSB1	UBE2F
WSB1	ZBTB16
WSB1	RNF41
WSB1	SH3RF1
WSB1	UBE2O
WSB1	AREL1
WSB1	UBC
WSB1	SMURF1
WSB1	UBE2Z
WSB1	LNX1
WSB1	CDC27
WSB1	FBXW11
WSB1	ANAPC10
WSB1	UBR2
WSB1	NEDD4
WSB1	ANAPC4
WSB1	ASB18
WSB1	CUL2
WSB1	TRIM39
WSB1	ASB9
WSB1	UBE2V2
WSB1	UBE2J2
WSB1	KLHL42
WSB1	KLHL22
WSB1	KBTBD8
WSB1	TRIM11
WSB1	TRIM41
WSB1	DET1
WSB1	UBA7
WSB1	FBXO6
WSB1	HACE1
WSB1	UFL1
WSB1	RNF19A
WSB1	RNF6
WSB1	CDC20
WSB1	ASB16
WSB1	CUL3
WSB1	PJA2
WSB1	CDC23
WSB1	FZR1
WSB1	FBXL5
WSB1	ANAPC1
WSB1	TRIM69
WSB1	UBE2G1
WSB1	FBXO41
WSB1	ASB10
WSB1	RNF14
WSB1	FBXL18
WSB1	CBLB
WSB1	UBE3C
WSB1	RBCK1
WSB1	SIAH2
WSB1	FBXW7
WSB1	HECTD3
WSB1	UBE3A
WSB1	FBXO27
WSB1	FBXO31
WSB1	UBA52
WSB1	UBE2B
WSB1	ANAPC13
WSB1	HERC1
WSB1	RNF213
WSB1	HERC5
WSB1	KLHL21
WSB1	RNF4
WSB1	RPS27A
WSB1	ELOC
WSB1	HERC4
WSB1	UBE2E2
WSB1	KLHL9
WSB1	FBXL3
WSB1	ASB7
WSB1	KCTD6
WSB1	FBXO17
WSB1	UBE2Q2
WSB1	KBTBD7
WSB1	TRIM9
WSB1	UBE2D3
WSB1	UBE2E1
WSB1	UBE2A
WSB1	ASB5
WSB1	TRAIP
WSB1	CUL1
WSB1	UBB
WSB1	RNF130
WSB1	FBXL14
WSB1	RNF217
WSB1	RNF126
WSB1	SPSB1
WSB1	MIB2
WSB1	ZNRF1
WSB1	RNF19B
WSB1	SOCS3
WSB1	UBE2R2
WSB1	UBE2J1
WSB1	FBXO15
WSB1	CUL7
WSB1	UBE3D
WSB1	ASB4
WSB1	RNF25
WSB1	UBAC1
WSB1	BTBD6
WSB1	FBXW12
WSB1	KBTBD13
WSB1	TRAF7
WSB1	LRR1
WSB1	UBE2G2
WSB1	UBE2N
WSB1	TRIM50
WSB1	UBA5
WSB1	LRSAM1
WSB1	UBE2H
WSB1	WWP1
WSB1	UBE2L3
WSB1	MEX3C
WSB1	DCAF1
WSB1	UBA6
WSB1	ASB12
WSB1	ITCH
WSB1	UBE2L6
WSB1	DTX3L
WSB1	KLHL11
WSB1	KLHL25
WSB1	KLHL3
WSB1	UBE2V1
WSB1	FBXO32
WSB1	DZIP3
WSB1	PRKN
WSB1	ARIH2
WSB1	TRIP12
WSB1	RNF111
WSB1	UBE2D1
WSB1	FBXL19
WSB1	KLHL41
WSB1	CDC26
WSB1	LRRC41
WSB1	FBXL13
WSB1	FBXO2
RGS9	CCT5
RGS9	PDE6H
RGS9	TCP1
RGS9	RGS9BP
RGS9	PDE6C
RGS9	GNAT3
RGS9	CCT6B
RGS9	CCT8
RGS9	GNAI2
RGS9	CCT3
RGS9	CCT4
RGS9	RGS7
RGS9	PDE6G
RGS9	PDE6B
RGS9	RGS11
RGS9	RGS6
RGS9	CCT6A
RGS9	GNAI1
RGS9	CCT2
RGS9	GNAI3
ITGA2B	FGB
ITGA2B	RAP1A
ITGA2B	CRK
ITGA2B	MAP2K1
ITGA2B	CNKSR1
ITGA2B	TMX3
ITGA2B	NRAS
ITGA2B	ARF6
ITGA2B	SYTL4
ITGA2B	BCL2
ITGA2B	IL2RG
ITGA2B	HRAS
ITGA2B	LCK
ITGA2B	CYB5R1
ITGA2B	KSR2
ITGA2B	BCAR1
ITGA2B	STAT5A
ITGA2B	SYK
ITGA2B	PHACTR2
ITGA2B	PCDH7
ITGA2B	ARRB2
ITGA2B	LY6G6F
ITGA2B	SELP
ITGA2B	YWHAB
ITGA2B	STAT5B
ITGA2B	TLN1
ITGA2B	FGG
ITGA2B	APBB1IP
ITGA2B	CD109
ITGA2B	AKT1
ITGA2B	LHFPL2
ITGA2B	ARRB1
ITGA2B	SHC1
ITGA2B	BRAF
ITGA2B	MAPK3
ITGA2B	GIT1
ITGA2B	CD47
ITGA2B	FGA
ITGA2B	PIK3CA
ITGA2B	JAK1
ITGA2B	PTPN1
ITGA2B	FYN
ITGA2B	CNKSR2
ITGA2B	IQGAP1
ITGA2B	PDPK1
ITGA2B	ARAF
ITGA2B	PTK2B
ITGA2B	CD36
ITGA2B	JAK3
ITGA2B	MAP2K2
ITGA2B	PTK2
ITGA2B	SOS1
ITGA2B	MARK3
ITGA2B	APLP2
ITGA2B	FN1
DHX8	CDC5L
DHX8	ISY1
DHX8	PPP1R42
DHX8	CRNKL1
DHX8	PRPF8
DHX8	CDC40
DHX8	PRPF3
KANSL1	WDR5
KANSL1	LAS1L
KANSL1	HCFC1
KANSL1	MCRS1
KANSL1	KANSL3
KANSL1	CHD8
KANSL1	KMT2A
KANSL1	PELP1
KANSL1	TAF7
KANSL1	PHF20
KANSL1	KAT8
KANSL1	RBBP5
KANSL1	RNF2
KANSL1	SENP3
KANSL1	TAF6
KANSL1	KANSL2
KANSL1	INO80C
KANSL1	RUVBL1
KANSL1	MAX
KANSL1	TAF1
KANSL1	TEX10
KANSL1	C17orf49
KANSL1	E2F6
KANSL1	RUVBL2
KANSL1	OGT
FOXF1	NKX2-1
MLYCD	ACAT1
MLYCD	ACAT2
MLYCD	ALDH6A1
SMURF2	RNF6
SMURF2	ASB10
SMURF2	SMAD5
SMURF2	FBXO41
SMURF2	RNF14
SMURF2	ZNRF1
SMURF2	HECTD3
SMURF2	UBE2O
SMURF2	SMAD4
SMURF2	SMAD1
SMURF2	KLHL3
SMURF2	UBA5
SMURF2	LRRC41
SMURF2	TRIP12
SMURF2	XPO1
SMURF2	KLHL41
SMURF2	ASB6
SMURF2	FZD4
SMURF2	ASB1
SMURF2	FBXW8
SMURF2	UBE2U
SMURF2	FBXO4
SMURF2	UBE2S
SMURF2	FZD2
SMURF2	RNF34
SMURF2	UBE2Q1
SMURF2	FBXL20
SMURF2	PSMD12
SMURF2	ASB8
SMURF2	LTN1
SMURF2	RNF130
SMURF2	CDC16
SMURF2	PSMD6
SMURF2	PSMB8
SMURF2	KCTD6
SMURF2	KLHL9
SMURF2	PSMB10
SMURF2	HERC4
SMURF2	UBE2E2
SMURF2	UBE2D3
SMURF2	KBTBD7
SMURF2	UBC
SMURF2	PSMD1
SMURF2	UBE2R2
SMURF2	UBE3A
SMURF2	ASB15
SMURF2	TRIM36
SMURF2	UBE3B
SMURF2	WNT5A
SMURF2	FBXO7
SMURF2	ZBTB16
SMURF2	SIAH2
SMURF2	UBE2F
SMURF2	FBXW11
SMURF2	PSME3
SMURF2	UBR2
SMURF2	CDC27
SMURF2	TRIM39
SMURF2	KLHL22
SMURF2	UBE2V2
SMURF2	KLHL42
SMURF2	KBTBD8
SMURF2	CUL3
SMURF2	DET1
SMURF2	FBXO6
SMURF2	CBLB
SMURF2	CDC23
SMURF2	UBE2L6
SMURF2	PSMC3
SMURF2	WWP1
SMURF2	FBXW7
SMURF2	DTX3L
SMURF2	LRSAM1
SMURF2	UBE2V1
SMURF2	KLHL25
SMURF2	FBXL19
SMURF2	PSMF1
SMURF2	UBA3
SMURF2	LMO7
SMURF2	ACVR2B
SMURF2	UBA1
SMURF2	RNF220
SMURF2	PSMB4
SMURF2	HUWE1
SMURF2	UNKL
SMURF2	ASB14
SMURF2	TRIM32
SMURF2	RCHY1
SMURF2	CBLL2
SMURF2	SMAD6
SMURF2	IHH
SMURF2	PSMB2
SMURF2	PSMD4
SMURF2	HERC5
SMURF2	UBE2C
SMURF2	ELOC
SMURF2	RPS27A
SMURF2	FBXO17
SMURF2	FBXL3
SMURF2	KLHL21
SMURF2	UBE2Q2
SMURF2	RNF126
SMURF2	PSMB11
SMURF2	LRR1
SMURF2	PSMC6
SMURF2	SKI
SMURF2	RNF217
SMURF2	RNF25
SMURF2	RNF19B
SMURF2	UBE2B
SMURF2	UBE3D
SMURF2	CUL7
SMURF2	BTBD6
SMURF2	UBE2L3
SMURF2	FBXW12
SMURF2	DHH
SMURF2	SHH
SMURF2	HERC3
SMURF2	UBA52
SMURF2	ASB17
SMURF2	TGFBR2
SMURF2	FBXO21
SMURF2	PSMD13
SMURF2	KLHL2
SMURF2	FBXL7
SMURF2	ASB11
SMURF2	FBXW9
SMURF2	ASB2
SMURF2	ASB13
SMURF2	ANAPC10
SMURF2	LNX1
SMURF2	NEDD4
SMURF2	TRIM41
SMURF2	UBE2J2
SMURF2	ANAPC4
SMURF2	HACE1
SMURF2	FZR1
SMURF2	PJA2
SMURF2	CDC20
SMURF2	PRKN
SMURF2	TRIM69
SMURF2	RBCK1
SMURF2	FZD7
SMURF2	FBXL18
SMURF2	UBA6
SMURF2	UBE3C
SMURF2	UFL1
SMURF2	DCAF1
SMURF2	DZIP3
SMURF2	PSMD3
SMURF2	PSMB5
SMURF2	NCOR1
SMURF2	TRIM71
SMURF2	RBBP6
SMURF2	PSMA8
SMURF2	ANAPC2
SMURF2	TGFBR1
SMURF2	PRICKLE1
SMURF2	AXIN2
SMURF2	PSME4
SMURF2	SPSB4
SMURF2	RNF7
SMURF2	UBR4
SMURF2	FBXO40
SMURF2	TRIM63
SMURF2	CUL5
SMURF2	PSMC5
SMURF2	LONRF1
SMURF2	SIAH1
SMURF2	PJA1
SMURF2	SKP2
SMURF2	HECTD1
SMURF2	PSMA5
SMURF2	KLHL5
SMURF2	UBR1
SMURF2	TRIM11
SMURF2	CUL2
SMURF2	FZD1
SMURF2	PTCH1
SMURF2	NCOR2
SMURF2	ASB7
SMURF2	UBE4A
SMURF2	RNF213
SMURF2	CUL1
SMURF2	ASB5
SMURF2	TRAF7
SMURF2	UBE2J1
SMURF2	FBXL14
SMURF2	SOCS3
SMURF2	RNF4
SMURF2	ASB4
SMURF2	UBE2N
SMURF2	PSMD14
SMURF2	MEX3C
SMURF2	FBXO15
SMURF2	PSMD2
SMURF2	FBXO27
SMURF2	FBXO2
SMURF2	RNF19A
SMURF2	TRIM4
SMURF2	SH3RF1
SMURF2	AREL1
SMURF2	FZD8
SMURF2	ASB9
SMURF2	SMAD9
SMURF2	UBA7
SMURF2	ANAPC1
SMURF2	ASB16
SMURF2	FBXL5
SMURF2	UBE2G1
SMURF2	RNF41
SMURF2	UBE2H
SMURF2	ASB12
SMURF2	ITCH
SMURF2	KLHL11
SMURF2	FBXO32
SMURF2	ARIH2
SMURF2	RNF111
SMURF2	CDC26
SMURF2	UBE2D1
SMURF2	FBXL13
SMURF2	CCNF
SMURF2	RNF123
SMURF2	HECTD2
SMURF2	UBE2D2
SMURF2	PSMB9
SMURF2	ZNRF2
SMURF2	PSMD9
SMURF2	CDRT1
SMURF2	SPSB2
SMURF2	SOCS1
SMURF2	UBE2E3
SMURF2	ATG7
SMURF2	NEDD4L
SMURF2	PSMA7
SMURF2	FBXO10
SMURF2	SMAD3
SMURF2	HERC6
SMURF2	PSME1
SMURF2	ANAPC7
SMURF2	BTRC
SMURF2	FBXW5
SMURF2	UCHL5
SMURF2	BMPR1B
SMURF2	TRIM9
SMURF2	TRAIP
SMURF2	UBB
SMURF2	MIB2
SMURF2	UBE2A
SMURF2	SPSB1
SMURF2	HERC1
SMURF2	UBE2E1
SMURF2	UBAC1
SMURF2	PSMB6
SMURF2	UBE2G2
SMURF2	TRIM50
SMURF2	KBTBD13
SMURF2	ANAPC13
SMURF2	FBXL16
SMURF2	FBXO31
SMURF2	PSMC2
SMURF2	RNF182
SMURF2	BMP2
SMURF2	PSMA1
SMURF2	BMPR2
SMURF2	MYLIP
SMURF2	FBXO22
SMURF2	ASB18
SMURF2	ANAPC11
SMURF2	FZD5
SMURF2	UBE2Z
SMURF2	SMURF1
SMURF2	KBTBD6
GLP2R	CALCA
GLP2R	GNG4
GLP2R	PTGIR
GLP2R	CRHR2
GLP2R	TAAR2
GLP2R	ADCY5
GLP2R	FSHR
GLP2R	TAAR6
GLP2R	TAAR1
GLP2R	GNG7
